region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,income_per_year_employed,age_category,income_age_ratio
1,21,44,1,4,26.0,3,2,0.0,0,2,4,8.666666666666666,2,0.5909090909090909
2,17,68,1,1,335.0,1,35,0.0,1,3,4,9.305555555555555,4,4.926470588235294
2,41,45,0,14,25.0,3,6,0.0,0,1,1,3.5714285714285716,2,0.5555555555555556
1,13,45,1,3,99.0,3,8,0.0,1,2,3,11.0,2,2.2
2,1,26,1,3,30.0,2,7,0.0,1,5,1,3.75,2,1.1538461538461537
3,3,31,1,4,35.0,2,2,0.0,1,3,4,11.666666666666666,2,1.1290322580645162
1,23,27,1,2,51.0,5,1,0.0,1,2,1,25.5,2,1.8888888888888888
3,26,42,0,20,49.0,3,13,0.0,0,1,4,3.5,2,1.1666666666666667
1,37,51,1,15,54.0,1,15,0.0,0,3,3,3.375,3,1.0588235294117647
3,5,30,0,3,46.0,4,7,0.0,0,1,2,5.75,2,1.5333333333333334
1,32,27,1,3,91.0,4,1,0.0,1,3,4,45.5,2,3.3703703703703702
3,12,22,0,1,23.0,4,0,0.0,0,2,1,23.0,2,1.0454545454545454
1,72,54,1,6,345.0,1,32,0.0,0,2,3,10.454545454545455,3,6.388888888888889
3,3,25,1,2,45.0,4,0,0.0,1,2,1,45.0,2,1.8
1,54,43,0,12,53.0,2,12,0.0,0,1,3,4.076923076923077,2,1.2325581395348837
2,26,26,0,2,14.0,2,6,0.0,1,1,4,2.0,2,0.5384615384615384
3,14,36,0,13,67.0,5,4,0.0,1,1,1,13.4,2,1.8611111111111112
3,22,51,0,27,49.0,3,1,0.0,0,1,1,24.5,3,0.9607843137254902
3,65,47,1,18,37.0,1,15,0.0,1,4,1,2.3125,2,0.7872340425531915
3,26,45,0,18,33.0,1,9,0.0,0,1,1,3.3,2,0.7333333333333333
1,20,37,0,5,46.0,3,10,0.0,1,4,4,4.181818181818182,2,1.2432432432432432
2,67,60,1,32,93.0,1,21,0.0,0,4,2,4.2272727272727275,3,1.55
1,34,55,0,2,48.0,2,11,0.0,0,1,1,4.0,3,0.8727272727272727
1,37,54,1,35,183.0,2,22,0.0,0,3,3,7.956521739130435,3,3.388888888888889
2,22,23,1,3,16.0,1,5,0.0,0,4,1,2.6666666666666665,2,0.6956521739130435
2,5,69,0,0,11.0,2,14,1.0,0,1,1,0.7333333333333333,4,0.15942028985507245
1,28,31,1,0,42.0,4,5,0.0,1,3,3,7.0,2,1.3548387096774193
1,20,41,1,7,67.0,4,14,0.0,1,4,1,4.466666666666667,2,1.6341463414634145
3,72,41,0,20,181.0,4,12,0.0,0,1,4,13.923076923076923,2,4.414634146341464
2,30,43,0,18,53.0,4,6,0.0,0,1,1,7.571428571428571,2,1.2325581395348837
3,71,52,0,17,172.0,2,32,0.0,0,1,4,5.212121212121212,3,3.3076923076923075
2,56,44,0,24,87.0,2,19,0.0,0,1,3,4.35,2,1.9772727272727273
1,8,29,1,2,21.0,5,0,0.0,0,2,1,21.0,2,0.7241379310344828
2,32,65,0,6,9.0,2,30,1.0,1,1,2,0.2903225806451613,3,0.13846153846153847
2,46,47,0,22,144.0,3,22,0.0,1,2,3,6.260869565217392,2,3.0638297872340425
3,60,45,1,23,117.0,4,11,0.0,0,3,4,9.75,2,2.6
2,42,32,1,0,59.0,4,4,0.0,1,6,4,11.8,2,1.84375
3,71,60,1,39,508.0,4,35,0.0,0,4,4,14.11111111111111,3,8.466666666666667
2,72,63,1,40,222.0,2,43,1.0,1,2,3,5.045454545454546,3,3.5238095238095237
3,45,66,0,11,87.0,3,25,1.0,1,1,1,3.3461538461538463,4,1.3181818181818181
3,5,31,0,4,34.0,1,9,0.0,0,1,3,3.4,2,1.096774193548387
2,17,38,1,19,18.0,4,0,0.0,1,4,2,18.0,2,0.47368421052631576
2,70,55,0,12,65.0,3,24,0.0,0,1,3,2.6,3,1.1818181818181819
3,57,57,1,19,130.0,3,27,0.0,1,2,2,4.642857142857143,3,2.280701754385965
1,20,33,0,13,44.0,3,8,0.0,1,1,2,4.888888888888889,2,1.3333333333333333
1,72,52,1,21,63.0,1,24,0.0,0,3,3,2.52,3,1.2115384615384615
3,32,50,0,28,57.0,4,20,0.0,0,1,3,2.7142857142857144,2,1.14
3,22,57,1,7,264.0,1,35,0.0,1,2,3,7.333333333333333,3,4.631578947368421
2,6,24,0,2,28.0,1,5,0.0,0,2,3,4.666666666666667,2,1.1666666666666667
3,32,23,1,2,26.0,3,1,0.0,1,6,4,13.0,2,1.1304347826086956
1,38,33,0,3,38.0,4,0,0.0,0,1,2,38.0,2,1.1515151515151516
1,53,35,0,15,59.0,3,5,0.0,1,1,3,9.833333333333334,2,1.6857142857142857
3,37,76,0,38,117.0,4,21,0.0,1,1,1,5.318181818181818,4,1.5394736842105263
1,47,35,1,13,70.0,4,9,0.0,1,2,4,7.0,2,2.0
3,69,59,0,37,104.0,2,13,0.0,0,1,3,7.428571428571429,3,1.7627118644067796
3,63,56,0,17,71.0,3,18,0.0,1,1,1,3.736842105263158,3,1.2678571428571428
1,61,34,1,0,70.0,3,7,0.0,1,3,4,8.75,2,2.0588235294117645
1,56,38,1,8,56.0,4,10,0.0,0,2,4,5.090909090909091,2,1.4736842105263157
3,40,57,1,18,68.0,1,23,0.0,0,2,3,2.8333333333333335,3,1.1929824561403508
2,61,45,0,21,80.0,2,13,0.0,1,1,2,5.714285714285714,2,1.7777777777777777
2,16,26,0,7,21.0,4,1,0.0,0,6,4,10.5,2,0.8076923076923077
2,7,43,0,4,69.0,3,5,0.0,1,1,1,11.5,2,1.6046511627906976
3,20,31,1,10,39.0,2,3,0.0,1,2,1,9.75,2,1.2580645161290323
2,35,38,0,7,90.0,2,18,0.0,0,4,2,4.7368421052631575,2,2.3684210526315788
1,60,37,1,12,64.0,5,1,0.0,1,2,2,32.0,2,1.7297297297297298
2,47,25,0,2,28.0,2,6,0.0,0,1,4,4.0,2,1.12
2,33,28,1,3,24.0,2,0,0.0,1,6,1,24.0,2,0.8571428571428571
3,12,34,0,2,44.0,2,7,0.0,0,1,1,5.5,2,1.2941176470588236
1,10,31,0,0,32.0,4,7,0.0,1,2,2,4.0,2,1.032258064516129
2,69,33,1,9,52.0,4,9,0.0,1,3,3,5.2,2,1.5757575757575757
1,23,20,0,1,15.0,3,0,0.0,1,1,2,15.0,1,0.75
1,53,31,0,10,46.0,3,6,0.0,0,2,2,6.571428571428571,2,1.4838709677419355
2,60,57,1,14,107.0,2,33,0.0,1,2,3,3.1470588235294117,3,1.8771929824561404
2,33,33,0,7,56.0,2,11,0.0,0,1,1,4.666666666666667,2,1.696969696969697
3,67,40,1,21,40.0,4,7,0.0,1,4,4,5.0,2,1.0
3,15,38,1,5,56.0,3,13,0.0,0,3,3,4.0,2,1.4736842105263157
3,64,31,1,5,46.0,2,7,0.0,1,4,2,5.75,2,1.4838709677419355
2,46,49,1,13,51.0,2,21,0.0,0,2,1,2.3181818181818183,2,1.0408163265306123
2,72,60,1,33,12.0,1,20,1.0,0,3,4,0.5714285714285714,3,0.2
1,61,43,1,6,34.0,5,6,0.0,0,3,4,4.857142857142857,2,0.7906976744186046
3,54,27,0,3,27.0,2,6,0.0,1,5,4,3.857142857142857,2,1.0
3,28,36,0,3,42.0,3,7,0.0,1,1,3,5.25,2,1.1666666666666667
2,28,38,0,8,119.0,5,2,0.0,0,3,4,39.666666666666664,2,3.1315789473684212
2,32,43,0,13,146.0,1,27,0.0,1,1,3,5.214285714285714,2,3.395348837209302
2,52,46,0,17,51.0,2,13,0.0,1,3,2,3.642857142857143,2,1.108695652173913
1,48,62,0,33,86.0,1,22,1.0,1,1,3,3.739130434782609,3,1.3870967741935485
3,52,42,1,17,27.0,3,8,0.0,1,2,3,3.0,2,0.6428571428571429
1,37,43,0,8,38.0,3,9,0.0,0,1,2,3.8,2,0.8837209302325582
1,41,52,0,26,928.0,3,29,0.0,0,3,3,30.933333333333334,3,17.846153846153847
2,43,27,1,3,21.0,2,1,0.0,1,3,2,10.5,2,0.7777777777777778
3,67,60,0,24,24.0,1,6,0.0,1,1,3,3.4285714285714284,3,0.4
3,61,52,1,30,91.0,1,25,0.0,1,2,1,3.5,3,1.75
3,70,39,1,20,38.0,2,8,0.0,1,4,3,4.222222222222222,2,0.9743589743589743
3,44,32,1,1,96.0,4,5,0.0,1,4,4,16.0,2,3.0
3,46,45,0,12,96.0,3,17,0.0,0,1,2,5.333333333333333,2,2.1333333333333333
3,39,34,0,2,54.0,3,5,0.0,0,1,1,9.0,2,1.588235294117647
2,39,59,0,20,1668.0,4,27,0.0,1,1,2,59.57142857142857,3,28.271186440677965
2,50,29,1,10,53.0,4,0,0.0,1,4,4,53.0,2,1.8275862068965518
3,5,31,0,1,21.0,3,1,0.0,1,2,1,10.5,2,0.6774193548387096
2,10,34,0,1,52.0,5,3,0.0,1,1,2,13.0,2,1.5294117647058822
1,72,69,0,45,17.0,3,36,1.0,1,1,2,0.4594594594594595,4,0.2463768115942029
2,68,60,0,40,262.0,2,39,0.0,1,1,3,6.55,3,4.366666666666666
3,58,28,0,5,34.0,5,1,0.0,1,1,2,17.0,2,1.2142857142857142
3,18,44,1,10,107.0,1,19,0.0,1,7,1,5.35,2,2.4318181818181817
1,65,45,1,25,67.0,5,13,0.0,1,2,3,4.785714285714286,2,1.488888888888889
3,8,45,0,1,37.0,4,0,0.0,0,1,2,37.0,2,0.8222222222222222
2,1,20,0,1,21.0,2,0,0.0,1,2,1,21.0,1,1.05
3,42,58,0,7,22.0,1,4,0.0,1,1,2,4.4,3,0.3793103448275862
1,4,25,1,3,71.0,3,3,0.0,1,5,1,17.75,2,2.84
3,17,35,0,4,77.0,3,8,0.0,1,1,3,8.555555555555555,2,2.2
2,8,24,1,1,18.0,4,0,0.0,1,5,4,18.0,2,0.75
1,49,37,1,17,50.0,2,12,0.0,1,2,2,3.8461538461538463,2,1.3513513513513513
1,56,46,1,21,33.0,4,7,0.0,0,2,2,4.125,2,0.717391304347826
1,62,57,1,21,94.0,1,22,0.0,0,2,4,4.086956521739131,3,1.6491228070175439
2,42,57,1,25,209.0,1,40,0.0,1,4,1,5.097560975609756,3,3.6666666666666665
1,13,32,0,7,31.0,4,5,0.0,0,2,3,5.166666666666667,2,0.96875
1,69,46,1,18,66.0,2,19,0.0,0,4,2,3.3,2,1.434782608695652
2,45,59,0,14,51.0,1,15,0.0,0,2,1,3.1875,3,0.864406779661017
2,66,42,1,18,118.0,2,20,0.0,0,2,2,5.619047619047619,2,2.8095238095238093
2,15,35,0,10,25.0,2,3,0.0,0,1,1,6.25,2,0.7142857142857143
1,41,44,1,1,59.0,3,21,0.0,1,3,2,2.6818181818181817,2,1.3409090909090908
2,11,20,0,1,20.0,2,0,0.0,1,1,4,20.0,1,1.0
3,45,30,1,0,63.0,5,4,0.0,0,4,4,12.6,2,2.1
1,52,62,0,23,36.0,4,17,0.0,0,1,1,2.0,3,0.5806451612903226
1,42,56,0,24,72.0,4,18,0.0,1,1,4,3.789473684210526,3,1.2857142857142858
2,48,35,0,11,50.0,1,16,0.0,0,3,3,2.9411764705882355,2,1.4285714285714286
3,4,31,0,5,39.0,2,5,0.0,0,2,4,6.5,2,1.2580645161290323
3,53,64,1,10,54.0,2,20,0.0,1,2,4,2.5714285714285716,3,0.84375
3,1,59,0,4,9.0,1,4,1.0,0,1,3,1.8,3,0.15254237288135594
3,19,30,1,10,33.0,4,1,0.0,0,3,4,16.5,2,1.1
2,33,30,0,11,28.0,1,9,0.0,0,1,1,2.8,2,0.9333333333333333
3,42,36,1,14,44.0,2,11,0.0,0,3,3,3.6666666666666665,2,1.2222222222222223
1,60,32,0,12,34.0,4,4,0.0,1,2,2,6.8,2,1.0625
2,57,51,1,7,68.0,4,18,0.0,1,3,3,3.5789473684210527,3,1.3333333333333333
1,64,39,0,5,37.0,1,9,0.0,0,1,1,3.7,2,0.9487179487179487
2,28,20,1,1,18.0,3,0,0.0,0,3,4,18.0,1,0.9
1,29,35,1,10,55.0,2,7,0.0,0,4,3,6.875,2,1.5714285714285714
1,46,31,1,12,21.0,1,5,0.0,0,5,3,3.5,2,0.6774193548387096
1,22,41,1,9,29.0,3,11,0.0,0,4,1,2.4166666666666665,2,0.7073170731707317
2,10,56,0,26,9.0,2,6,1.0,0,2,1,1.2857142857142858,3,0.16071428571428573
3,50,41,0,16,138.0,2,18,0.0,1,1,2,7.2631578947368425,2,3.3658536585365852
1,55,65,0,34,28.0,4,12,1.0,1,1,4,2.1538461538461537,3,0.4307692307692308
2,15,54,0,7,62.0,1,11,0.0,0,1,1,5.166666666666667,3,1.1481481481481481
1,31,32,1,13,37.0,3,8,0.0,1,3,4,4.111111111111111,2,1.15625
3,5,44,0,5,83.0,1,16,0.0,1,1,2,4.882352941176471,2,1.8863636363636365
2,69,63,0,28,168.0,1,43,0.0,1,2,3,3.8181818181818183,3,2.6666666666666665
2,26,27,1,4,33.0,4,1,0.0,0,6,4,16.5,2,1.2222222222222223
3,10,33,1,2,66.0,3,9,0.0,1,4,1,6.6,2,2.0
1,26,30,0,9,18.0,4,1,0.0,0,3,4,9.0,2,0.6
3,25,30,0,0,20.0,1,4,0.0,1,1,3,4.0,2,0.6666666666666666
3,30,23,1,4,19.0,3,1,0.0,0,4,2,9.5,2,0.8260869565217391
1,21,39,1,7,25.0,2,1,0.0,0,4,3,12.5,2,0.6410256410256411
1,71,46,0,27,119.0,5,7,0.0,1,1,4,14.875,2,2.5869565217391304
3,11,48,1,5,323.0,4,25,0.0,0,4,3,12.423076923076923,2,6.729166666666667
1,24,30,1,7,45.0,1,11,0.0,1,2,1,3.75,2,1.5
1,65,59,1,27,197.0,4,26,0.0,0,2,2,7.296296296296297,3,3.3389830508474576
1,16,34,1,13,56.0,3,10,0.0,1,3,1,5.090909090909091,2,1.6470588235294117
3,37,51,1,26,24.0,4,4,0.0,0,2,2,4.8,3,0.47058823529411764
1,5,30,0,4,25.0,3,6,0.0,0,1,3,3.5714285714285716,2,0.8333333333333334
1,3,55,1,9,26.0,5,0,0.0,1,2,2,26.0,3,0.4727272727272727
1,5,32,0,6,33.0,4,3,0.0,0,2,1,8.25,2,1.03125
1,60,44,1,4,150.0,2,24,0.0,0,2,4,6.0,2,3.409090909090909
2,19,37,1,4,99.0,2,15,0.0,1,3,2,6.1875,2,2.675675675675676
3,54,40,0,19,50.0,4,12,0.0,1,2,4,3.8461538461538463,2,1.25
2,25,41,0,3,81.0,3,20,0.0,1,4,3,3.857142857142857,2,1.975609756097561
2,1,36,0,6,21.0,1,1,0.0,0,2,2,10.5,2,0.5833333333333334
3,54,68,0,7,273.0,3,27,0.0,1,1,1,9.75,4,4.014705882352941
1,14,31,1,9,39.0,3,4,0.0,1,7,1,7.8,2,1.2580645161290323
3,14,28,1,7,17.0,2,3,0.0,0,4,1,4.25,2,0.6071428571428571
2,10,45,1,8,115.0,3,17,0.0,1,4,2,6.388888888888889,2,2.5555555555555554
1,7,23,0,3,27.0,2,1,0.0,1,3,1,13.5,2,1.173913043478261
2,33,45,0,24,35.0,1,6,0.0,0,1,3,5.0,2,0.7777777777777778
1,3,23,0,2,20.0,2,4,0.0,0,1,1,4.0,2,0.8695652173913043
2,56,58,1,3,92.0,1,25,0.0,0,3,1,3.5384615384615383,3,1.5862068965517242
2,54,56,0,8,207.0,2,35,0.0,1,1,3,5.75,3,3.6964285714285716
1,72,55,1,28,40.0,1,11,0.0,0,5,2,3.3333333333333335,3,0.7272727272727273
1,18,29,0,4,40.0,2,1,0.0,0,1,3,20.0,2,1.3793103448275863
3,25,29,0,9,55.0,4,1,0.0,0,1,1,27.5,2,1.896551724137931
1,42,62,0,26,26.0,1,35,1.0,1,1,1,0.7222222222222222,3,0.41935483870967744
3,4,37,0,2,41.0,2,8,0.0,0,1,1,4.555555555555555,2,1.1081081081081081
2,12,50,1,16,203.0,4,25,0.0,0,2,1,7.8076923076923075,2,4.06
2,53,64,1,17,380.0,2,36,0.0,1,2,3,10.27027027027027,3,5.9375
2,13,38,1,8,104.0,4,6,0.0,0,7,4,14.857142857142858,2,2.736842105263158
3,18,31,1,12,24.0,3,4,0.0,0,4,2,4.8,2,0.7741935483870968
3,67,42,1,20,81.0,3,20,0.0,1,5,4,3.857142857142857,2,1.9285714285714286
2,6,24,0,2,17.0,1,1,0.0,0,1,3,8.5,2,0.7083333333333334
1,25,46,0,13,45.0,1,12,0.0,1,1,3,3.4615384615384617,2,0.9782608695652174
2,15,39,0,19,32.0,2,2,0.0,0,1,2,10.666666666666666,2,0.8205128205128205
3,32,35,0,12,57.0,4,5,0.0,0,1,2,9.5,2,1.6285714285714286
2,22,39,0,0,63.0,4,9,0.0,0,1,2,6.3,2,1.6153846153846154
2,8,22,0,3,25.0,4,0,0.0,0,1,3,25.0,2,1.1363636363636365
1,3,31,1,4,22.0,1,1,0.0,0,2,1,11.0,2,0.7096774193548387
2,32,54,0,6,155.0,2,20,0.0,0,1,1,7.380952380952381,3,2.8703703703703702
1,49,54,0,24,30.0,2,5,0.0,0,1,2,5.0,3,0.5555555555555556
2,2,28,0,7,46.0,3,0,0.0,1,1,4,46.0,2,1.6428571428571428
1,39,47,0,1,68.0,4,10,0.0,1,2,2,6.181818181818182,2,1.446808510638298
1,42,33,0,2,67.0,2,5,0.0,0,2,2,11.166666666666666,2,2.0303030303030303
1,28,36,0,3,69.0,3,2,0.0,0,1,4,23.0,2,1.9166666666666667
2,41,46,1,14,47.0,2,11,0.0,0,5,4,3.9166666666666665,2,1.0217391304347827
3,67,50,1,31,83.0,2,12,0.0,0,2,2,6.384615384615385,2,1.66
1,38,40,0,15,34.0,2,11,0.0,1,1,2,2.8333333333333335,2,0.85
2,18,38,0,8,45.0,2,2,0.0,1,4,4,15.0,2,1.1842105263157894
2,6,42,1,17,29.0,2,2,0.0,1,2,4,9.666666666666666,2,0.6904761904761905
2,4,36,0,0,21.0,2,1,0.0,1,3,1,10.5,2,0.5833333333333334
1,13,23,1,3,30.0,3,0,0.0,1,4,4,30.0,2,1.3043478260869565
1,20,35,0,0,78.0,4,7,0.0,0,1,4,9.75,2,2.2285714285714286
1,34,49,1,27,61.0,3,15,0.0,1,2,3,3.8125,2,1.2448979591836735
1,46,29,1,4,90.0,5,3,0.0,0,4,4,22.5,2,3.103448275862069
1,48,41,0,21,43.0,2,7,0.0,0,1,2,5.375,2,1.048780487804878
3,69,61,1,12,301.0,2,37,0.0,0,2,3,7.921052631578948,3,4.934426229508197
1,32,34,1,7,32.0,2,15,0.0,0,4,1,2.0,2,0.9411764705882353
1,29,29,0,9,41.0,2,9,0.0,0,2,2,4.1,2,1.4137931034482758
3,55,52,0,22,127.0,1,28,0.0,1,3,2,4.379310344827586,3,2.4423076923076925
3,72,60,1,36,271.0,1,43,0.0,1,2,3,6.159090909090909,3,4.516666666666667
3,29,26,0,1,32.0,3,2,0.0,1,1,1,10.666666666666666,2,1.2307692307692308
2,50,25,1,1,36.0,4,2,0.0,1,5,4,12.0,2,1.44
3,35,50,1,11,293.0,3,21,0.0,0,2,1,13.318181818181818,2,5.86
3,11,63,0,9,41.0,3,3,0.0,0,1,1,10.25,3,0.6507936507936508
1,9,29,0,9,39.0,3,5,0.0,1,1,1,6.5,2,1.3448275862068966
2,51,48,0,27,58.0,1,18,0.0,0,1,3,3.0526315789473686,2,1.2083333333333333
1,33,34,1,2,28.0,1,3,0.0,1,3,2,7.0,2,0.8235294117647058
1,25,20,0,0,15.0,2,0,0.0,0,2,3,15.0,1,0.75
3,31,34,0,9,105.0,4,7,0.0,1,4,3,13.125,2,3.088235294117647
2,67,40,1,10,80.0,4,8,0.0,1,2,4,8.88888888888889,2,2.0
3,55,45,0,8,36.0,2,9,0.0,0,3,3,3.6,2,0.8
3,19,50,0,7,112.0,4,3,0.0,1,1,4,28.0,2,2.24
1,39,34,1,11,55.0,4,10,0.0,1,4,4,5.0,2,1.6176470588235294
2,52,35,1,8,40.0,4,1,0.0,0,2,3,20.0,2,1.1428571428571428
3,55,37,1,15,23.0,2,0,0.0,1,5,3,23.0,2,0.6216216216216216
2,25,62,0,27,28.0,4,33,1.0,1,1,4,0.8235294117647058,3,0.45161290322580644
3,33,58,0,12,21.0,2,23,1.0,1,1,1,0.875,3,0.3620689655172414
2,48,35,0,5,63.0,4,12,0.0,0,2,3,4.846153846153846,2,1.8
2,48,31,1,12,52.0,4,3,0.0,0,3,4,13.0,2,1.6774193548387097
2,49,57,0,3,189.0,1,31,0.0,1,3,1,5.90625,3,3.3157894736842106
3,54,32,1,0,50.0,1,15,0.0,0,3,3,3.125,2,1.5625
1,45,32,1,9,23.0,1,15,0.0,0,4,1,1.4375,2,0.71875
3,4,37,1,1,33.0,2,15,0.0,1,5,1,2.0625,2,0.8918918918918919
3,49,27,1,3,29.0,3,6,0.0,1,3,2,4.142857142857143,2,1.0740740740740742
2,23,35,0,2,96.0,3,4,0.0,0,1,4,19.2,2,2.742857142857143
2,31,44,0,23,80.0,5,15,0.0,0,1,2,5.0,2,1.8181818181818181
2,55,44,1,2,68.0,2,15,0.0,0,5,3,4.25,2,1.5454545454545454
1,9,28,0,7,30.0,1,4,0.0,1,6,1,6.0,2,1.0714285714285714
2,55,57,1,25,34.0,2,12,0.0,0,3,1,2.6153846153846154,3,0.5964912280701754
1,34,30,0,3,35.0,2,2,0.0,1,3,3,11.666666666666666,2,1.1666666666666667
1,10,23,0,4,36.0,2,1,0.0,0,3,3,18.0,2,1.565217391304348
2,62,76,0,20,35.0,3,18,1.0,1,1,2,1.8421052631578947,4,0.4605263157894737
2,51,36,0,13,62.0,3,9,0.0,0,2,4,6.2,2,1.7222222222222223
1,65,48,0,28,94.0,1,25,0.0,0,1,2,3.6153846153846154,2,1.9583333333333333
3,53,33,0,1,60.0,1,6,0.0,0,2,4,8.571428571428571,2,1.8181818181818181
1,23,35,0,4,118.0,2,11,0.0,0,1,1,9.833333333333334,2,3.3714285714285714
3,1,30,0,3,135.0,4,3,0.0,0,3,1,33.75,2,4.5
3,66,55,0,20,80.0,2,24,0.0,1,1,3,3.2,3,1.4545454545454546
3,8,27,1,0,21.0,3,3,0.0,1,2,2,5.25,2,0.7777777777777778
3,18,28,1,3,22.0,1,2,0.0,1,5,1,7.333333333333333,2,0.7857142857142857
3,36,32,1,3,63.0,4,7,0.0,0,4,2,7.875,2,1.96875
1,13,40,0,16,142.0,2,18,0.0,1,1,1,7.473684210526316,2,3.55
3,4,44,0,15,32.0,3,0,0.0,1,1,3,32.0,2,0.7272727272727273
3,20,32,0,10,19.0,3,5,0.0,0,1,2,3.1666666666666665,2,0.59375
1,66,39,1,12,60.0,4,10,0.0,0,3,4,5.454545454545454,2,1.5384615384615385
3,67,47,1,7,97.0,1,23,0.0,0,4,3,4.041666666666667,2,2.0638297872340425
1,11,24,1,0,31.0,2,3,0.0,1,4,4,7.75,2,1.2916666666666667
1,6,26,0,7,30.0,3,1,0.0,1,2,1,15.0,2,1.1538461538461537
2,13,23,1,4,31.0,1,5,0.0,1,4,1,5.166666666666667,2,1.3478260869565217
2,2,29,1,3,44.0,2,9,0.0,1,6,4,4.4,2,1.5172413793103448
1,4,40,0,12,38.0,2,5,0.0,0,1,1,6.333333333333333,2,0.95
1,34,63,1,10,23.0,2,0,0.0,1,2,4,23.0,3,0.36507936507936506
1,13,34,1,6,37.0,3,6,0.0,0,4,3,5.285714285714286,2,1.088235294117647
2,37,40,1,14,26.0,2,0,0.0,0,5,2,26.0,2,0.65
1,45,30,1,8,38.0,2,5,0.0,0,6,3,6.333333333333333,2,1.2666666666666666
2,71,70,0,30,153.0,3,34,1.0,1,1,3,4.371428571428571,4,2.1857142857142855
1,35,40,0,5,49.0,1,20,0.0,1,1,1,2.3333333333333335,2,1.225
3,44,41,0,21,51.0,3,7,0.0,0,1,1,6.375,2,1.2439024390243902
3,44,45,1,19,88.0,1,21,0.0,0,2,3,4.0,2,1.9555555555555555
1,26,41,1,20,19.0,1,0,0.0,1,6,1,19.0,2,0.4634146341463415
2,42,46,1,9,31.0,1,12,0.0,1,3,1,2.3846153846153846,2,0.6739130434782609
2,41,47,1,6,90.0,2,19,0.0,0,3,1,4.5,2,1.9148936170212767
1,31,24,1,3,14.0,1,0,0.0,0,4,1,14.0,2,0.5833333333333334
3,62,63,0,43,341.0,2,30,0.0,0,1,3,11.0,3,5.412698412698413
1,12,23,1,2,24.0,4,0,0.0,1,8,4,24.0,2,1.0434782608695652
2,45,49,1,27,81.0,2,7,0.0,1,4,3,10.125,2,1.653061224489796
1,47,34,1,4,63.0,2,13,0.0,1,4,1,4.5,2,1.8529411764705883
2,23,22,1,1,27.0,1,4,0.0,0,5,3,5.4,2,1.2272727272727273
3,39,34,0,4,20.0,5,3,0.0,1,1,4,5.0,2,0.5882352941176471
2,19,26,0,2,48.0,3,0,0.0,0,2,3,48.0,2,1.8461538461538463
1,13,54,0,12,121.0,4,23,0.0,0,1,3,5.041666666666667,3,2.240740740740741
2,5,33,0,6,39.0,3,4,0.0,0,3,4,7.8,2,1.1818181818181819
2,11,19,0,0,21.0,2,0,0.0,0,1,1,21.0,1,1.105263157894737
3,4,32,0,2,53.0,4,5,0.0,0,1,1,8.833333333333334,2,1.65625
3,17,42,0,8,58.0,1,23,0.0,0,1,2,2.4166666666666665,2,1.380952380952381
2,7,27,0,3,39.0,3,2,0.0,0,1,1,13.0,2,1.4444444444444444
1,19,65,0,3,108.0,1,33,0.0,0,3,3,3.176470588235294,3,1.6615384615384616
2,32,34,1,0,38.0,1,10,0.0,0,4,2,3.4545454545454546,2,1.1176470588235294
2,53,51,0,31,245.0,4,0,0.0,0,1,2,245.0,3,4.803921568627451
1,51,38,0,19,51.0,1,18,0.0,1,1,3,2.6842105263157894,2,1.3421052631578947
1,35,34,0,7,78.0,4,10,0.0,1,1,1,7.090909090909091,2,2.2941176470588234
1,3,31,1,4,23.0,4,4,0.0,0,5,4,4.6,2,0.7419354838709677
1,22,48,0,7,88.0,4,12,0.0,0,1,1,6.769230769230769,2,1.8333333333333333
3,17,21,1,0,25.0,2,1,0.0,1,3,3,12.5,1,1.1904761904761905
2,68,39,0,20,73.0,2,16,0.0,1,1,2,4.294117647058823,2,1.8717948717948718
2,27,41,1,7,62.0,4,15,0.0,1,2,3,3.875,2,1.5121951219512195
3,68,52,1,8,456.0,3,30,0.0,1,4,3,14.709677419354838,3,8.76923076923077
3,56,42,1,10,24.0,2,5,0.0,0,2,3,4.0,2,0.5714285714285714
3,11,32,0,8,23.0,2,0,0.0,1,1,1,23.0,2,0.71875
3,5,47,0,7,46.0,1,6,0.0,1,1,1,6.571428571428571,2,0.9787234042553191
3,16,50,0,5,263.0,2,29,0.0,1,3,3,8.766666666666667,2,5.26
2,59,30,0,2,34.0,4,2,0.0,1,1,2,11.333333333333334,2,1.1333333333333333
1,60,64,0,14,33.0,2,13,1.0,0,1,4,2.357142857142857,3,0.515625
3,55,47,0,11,37.0,1,11,0.0,0,1,3,3.0833333333333335,2,0.7872340425531915
1,18,56,0,22,296.0,2,25,0.0,0,1,1,11.384615384615385,3,5.285714285714286
2,16,22,0,0,26.0,3,0,0.0,1,3,2,26.0,2,1.1818181818181819
1,35,57,1,32,47.0,4,12,0.0,0,2,2,3.6153846153846154,3,0.8245614035087719
3,31,23,1,1,31.0,3,1,0.0,1,2,4,15.5,2,1.3478260869565217
2,20,49,1,5,264.0,2,29,0.0,1,2,1,8.8,2,5.387755102040816
2,16,27,0,5,41.0,4,2,0.0,1,1,4,13.666666666666666,2,1.5185185185185186
2,69,48,1,27,55.0,2,4,0.0,0,2,3,11.0,2,1.1458333333333333
3,69,66,1,31,49.0,2,15,0.0,0,2,1,3.0625,4,0.7424242424242424
2,27,24,1,3,26.0,1,7,0.0,1,4,1,3.25,2,1.0833333333333333
